######################## ######################## ######################## ######################## ######################## ######################## ########################
# Radius (arcsec)	 Intensity B7 (Jy/sr)     Intensity B6 (Jy/sr)     Intensity B3 (Jy/sr)     Error Int B7 (Jy/sr)     Error Int B6 (Jy/sr)     Error Int B3 (Jy/sr)
######################## ######################## ######################## ######################## ######################## ######################## ########################
1.409186322970748417e+00 3.681433103653209805e+08 4.551168192391661555e+07 7.571182407971070148e+06 7.910470815271317959e+06 3.264282238878853619e+06 1.465001705559954513e+06
1.413579732094843999e+00 3.604469832520120740e+08 4.272208371151315421e+07 7.327212494295393117e+06 7.868508515677392483e+06 3.169122737294413149e+06 1.438585594944530167e+06
1.417973141222280686e+00 3.529580262717758417e+08 4.005606046238724142e+07 7.096793625441297889e+06 7.826051448683321476e+06 3.074751706225834787e+06 1.411980718440149678e+06
1.422366550353027392e+00 3.455788736263271570e+08 3.754275316293916851e+07 6.879902962699643336e+06 7.782627417385518551e+06 2.982643099666558206e+06 1.385185965391292702e+06
1.426759959487053697e+00 3.382614247903465629e+08 3.522476360106647015e+07 6.676457729285236448e+06 7.738016405363023281e+06 2.894893314814813435e+06 1.358260321585404454e+06
1.431153368624329625e+00 3.311167289264172912e+08 3.305440133920563757e+07 6.486314440357206389e+06 7.693003834706664085e+06 2.810193075792759657e+06 1.331316947608113987e+06
1.435546777764824755e+00 3.241897073707669377e+08 3.102348134646118805e+07 6.309268426824420691e+06 7.648062834578335285e+06 2.728626207640249282e+06 1.304515321844883263e+06
1.439940186908510000e+00 3.173855264584140778e+08 2.914165816065196693e+07 6.145053598259464838e+06 7.602778254602730274e+06 2.650931328006029129e+06 1.278052204353334615e+06
1.444333596055356272e+00 3.107621212202889323e+08 2.741654005585629866e+07 5.993342371210511774e+06 7.557769234651982784e+06 2.577828311556760222e+06 1.252152009391149040e+06
1.448727005205334706e+00 3.044671524170560837e+08 2.582548165079552680e+07 5.853745682884953916e+06 7.514329516939222813e+06 2.508685232789855450e+06 1.227056992913280847e+06
1.453120414358416657e+00 2.983354856366709471e+08 2.434518824852987751e+07 5.725813019076612778e+06 7.471622034368991852e+06 2.442770766687858850e+06 1.203017491159863304e+06
1.457513823514574591e+00 2.923181502666774392e+08 2.299781554407560453e+07 5.609032409049298614e+06 7.429602599012315273e+06 2.381321108958069235e+06 1.180282305720093893e+06
1.461907232673780310e+00 2.865243941792921424e+08 2.177336240931919590e+07 5.502830379223534837e+06 7.389343022741794586e+06 2.324158457669004798e+06 1.159089234402845614e+06
1.466300641836006724e+00 2.809790653557755351e+08 2.065065564438566193e+07 5.406571909510583617e+06 7.351305364446997643e+06 2.270517798839226365e+06 1.139655706697330577e+06
1.470694051001226743e+00 2.756154328918253779e+08 1.961985310676268116e+07 5.319560498717451468e+06 7.315300369206368923e+06 2.220106145350657403e+06 1.122169503390491940e+06
1.475087460169413278e+00 2.704072913403179049e+08 1.867977514279513806e+07 5.241038514524668455e+06 7.281387080362915993e+06 2.173031222340594977e+06 1.106779620192926144e+06
1.479480869340540128e+00 2.654456184972491860e+08 1.782878588763381541e+07 5.170188073851984926e+06 7.250321749595463276e+06 2.129377759367130697e+06 1.093587463203398511e+06
1.483874278514581757e+00 2.606364606389943063e+08 1.704791120978499576e+07 5.106132765016047284e+06 7.221602464816570282e+06 2.088315414391085505e+06 1.082638716828507138e+06
1.488267687691511076e+00 2.559381210870152712e+08 1.632701088404353149e+07 5.047940576373232529e+06 7.195029715988546610e+06 2.049407050352545455e+06 1.073916369780869689e+06
1.492661096871303883e+00 2.514009723849243820e+08 1.566862849780012481e+07 4.994628429128406569e+06 7.170849898314446211e+06 2.012894825031427667e+06 1.067335485760230804e+06
1.497054506053933975e+00 2.470160368405970633e+08 1.506783793554327823e+07 4.945168716272868216e+06 7.148840959211379290e+06 1.978611322475446388e+06 1.062740331002646824e+06
1.501447915239376929e+00 2.427340060923472643e+08 1.451046523386349529e+07 4.898498216969335452e+06 7.128518663497507572e+06 1.945842999459544197e+06 1.059904403698534472e+06
1.505841324427607875e+00 2.385419811221536994e+08 1.399783447237569094e+07 4.853529679692884907e+06 7.109501708096146584e+06 1.914742809545733035e+06 1.058533753575219773e+06
1.510234733618603276e+00 2.344519759985165596e+08 1.352740472541303001e+07 4.809166244007678702e+06 7.091449565584003925e+06 1.885262423433603719e+06 1.058273756304752780e+06
1.514628142812337819e+00 2.304338897928414643e+08 1.308903411079890653e+07 4.764318700129936449e+06 7.073770150062680244e+06 1.856854198169805110e+06 1.058719251719129970e+06
1.519021552008788634e+00 2.264408383232120872e+08 1.267687168115443364e+07 4.717925373018758371e+06 7.055756640644252300e+06 1.829211239449542016e+06 1.059427703344970942e+06
1.523414961207931961e+00 2.224882973777863681e+08 1.229003518241410516e+07 4.668974175021805800e+06 7.036952049922615290e+06 1.802338191191982478e+06 1.059934816954238107e+06
1.527808370409744487e+00 2.186160077254408002e+08 1.192847488382985257e+07 4.616526116728410125e+06 7.017060268655538559e+06 1.776326806626228616e+06 1.059771882792742224e+06
1.532201779614203563e+00 2.147304768270744979e+08 1.158630674590840749e+07 4.559739322818141431e+06 6.995125042777121067e+06 1.750839736561562866e+06 1.058483983271702891e+06
1.536595188821286095e+00 2.108335597388767898e+08 1.125746104091995209e+07 4.497892396600255743e+06 6.970713460018664598e+06 1.725493711544206366e+06 1.055648133748692926e+06
1.540988598030969658e+00 2.069621883933913410e+08 1.094627441907294840e+07 4.430405841392289847e+06 6.943692849358975887e+06 1.700698571276595816e+06 1.050890397052527638e+06
1.545382007243232492e+00 2.030853811530092657e+08 1.065057989109620079e+07 4.356860204566989094e+06 6.913649597376525402e+06 1.676376500829311088e+06 1.043901034901181003e+06
1.549775416458052391e+00 1.991717238942075074e+08 1.036303641153560765e+07 4.277009678608055227e+06 6.880154442528724670e+06 1.651995421884274110e+06 1.034446836556794937e+06
1.554168825675407595e+00 1.952229100260321796e+08 1.008480938635341637e+07 4.190790080076411832e+06 6.843151263585299253e+06 1.627708887627398595e+06 1.022379901975762565e+06
1.558562234895276566e+00 1.913037158664965928e+08 9.816216625296384096e+06 4.098320424810090102e+06 6.803365848098337650e+06 1.603604984699171036e+06 1.007642353795893490e+06
1.562955644117638432e+00 1.873430417555970252e+08 9.554724009055819362e+06 3.999897705530375242e+06 6.760282000970125198e+06 1.579515127523753792e+06 9.902667023856851738e+05
1.567349053342472320e+00 1.833151933476586044e+08 9.299925650456150994e+06 3.895984921439799480e+06 6.713851867749243975e+06 1.555445710270747542e+06 9.703718737131631933e+05
1.571742462569756693e+00 1.792769709423822165e+08 9.050502133188895881e+06 3.787192866609845310e+06 6.665039699537873268e+06 1.531309802658636123e+06 9.481552063221882563e+05
1.576135871799471788e+00 1.752399964180018008e+08 8.809041588143872097e+06 3.674256607708365191e+06 6.614434295571357012e+06 1.507397319641800597e+06 9.238810012491556117e+05
1.580529281031597399e+00 1.711845792560196221e+08 8.575258697446554899e+06 3.558007929282650352e+06 6.562233401902496815e+06 1.483724023975653574e+06 8.978664377964838641e+05
1.584922690266113099e+00 1.671072223586956561e+08 8.343849416774239391e+06 3.439345261592621915e+06 6.508839225208461285e+06 1.459773572755306959e+06 8.704658241487917257e+05
1.589316099502999124e+00 1.630774403960606158e+08 8.117249398203812540e+06 3.319202711450430565e+06 6.455598789166659117e+06 1.435811921810850501e+06 8.420542194204772823e+05
1.593709508742236158e+00 1.590501625108151734e+08 7.899977174574030563e+06 3.198519786012702622e+06 6.402306575559169054e+06 1.412345916421856731e+06 8.130114389681444736e+05
1.598102917983804661e+00 1.549736445914902985e+08 7.687884725231749937e+06 3.078213244224038441e+06 6.348605710684895515e+06 1.388960454193221405e+06 7.837073452769023133e+05
1.602496327227685313e+00 1.509537283960807621e+08 7.479180402761877514e+06 2.959152255399985705e+06 6.296144880864024162e+06 1.365469818617629819e+06 7.544891499200592516e+05
1.606889736473859021e+00 1.469875758498673439e+08 7.277598646811594255e+06 2.842137722760867327e+06 6.245040079599052668e+06 1.342313174420290627e+06 7.256712318859574152e+05
1.611283145722307797e+00 1.430203815288349688e+08 7.083756549855907448e+06 2.727886278801135719e+06 6.194662232423007488e+06 1.319594413760806434e+06 6.975277403330191737e+05
1.615676554973012324e+00 1.390995390856494904e+08 6.895947062178019434e+06 2.617019115142459515e+06 6.145608737273275852e+06 1.297146010052948259e+06 6.702880208170261467e+05
1.620069964225954617e+00 1.352734631790780127e+08 6.713276115319389850e+06 2.510055501639381051e+06 6.098382098625898361e+06 1.274884521375070326e+06 6.441347038181748940e+05
1.624463373481116024e+00 1.315185807741559893e+08 6.538759151278001256e+06 2.407410599930744153e+06 6.052523575887665153e+06 1.253211508974727243e+06 6.192041377613815712e+05
1.628856782738478781e+00 1.277814006947489828e+08 6.373079320460412651e+06 2.309396996846698225e+06 6.007182222735151649e+06 1.232258078313253820e+06 5.955887431659830036e+05
1.633250191998025569e+00 1.241048949986389726e+08 6.213426774690489285e+06 2.216229275994480122e+06 5.962653866762176156e+06 1.211710386501125991e+06 5.733408112868710887e+05
1.637643601259738402e+00 1.205488376188380271e+08 6.060577559156232513e+06 2.128030906434434000e+06 5.919429419234156609e+06 1.191704979225953110e+06 5.524772651988541475e+05
1.642037010523600404e+00 1.170670030838553458e+08 5.916012512330412865e+06 2.044842745027065044e+06 5.876735276195913553e+06 1.172478119347088970e+06 5.329849352976195514e+05
1.646430419789593591e+00 1.136531839506217539e+08 5.778445436375140212e+06 1.966632510331125930e+06 5.834322616179868579e+06 1.153904360974409617e+06 5.148259638513675309e+05
1.650823829057701309e+00 1.103474654613283426e+08 5.647660529117729515e+06 1.893304676298128441e+06 5.792575528177127242e+06 1.135994501607941464e+06 4.979430329176100204e+05
1.655217238327906903e+00 1.071207184304447025e+08 5.524174335758253932e+06 1.824710339824358467e+06 5.751092811145946383e+06 1.118859641368214972e+06 4.822641956734856358e+05
1.659610647600193500e+00 1.039621172545583993e+08 5.408046291376185603e+06 1.760656725682593882e+06 5.709769058119669557e+06 1.102549065985777415e+06 4.677071736744090449e+05
1.664004056874544446e+00 1.008748555090386719e+08 5.299165625521993265e+06 1.700916096528310794e+06 5.668763757777467370e+06 1.087086995267260820e+06 4.541830549580889638e+05
1.668397466150943975e+00 9.790169985202312469e+07 5.197155062918994576e+06 1.645233927986664465e+06 5.628867459393054247e+06 1.072456290537709370e+06 4.415993859730198164e+05
1.672790875429375879e+00 9.500188121078567207e+07 5.101843766878804192e+06 1.593336285603887634e+06 5.589828770613551140e+06 1.058665482775318436e+06 4.298626924790766207e+05
1.677184284709823281e+00 9.216722079035937786e+07 5.013155610415500589e+06 1.544936399970009923e+06 5.551896246149465442e+06 1.045734702329322696e+06 4.188804912482932559e+05
1.681577693992271305e+00 8.942492372641377151e+07 4.930338307865321636e+06 1.499740478566476842e+06 5.515842124230131507e+06 1.033581242298255675e+06 4.085628675196099211e+05
1.685971103276704186e+00 8.674575276608146727e+07 4.852699648708081804e+06 1.457452819102751324e+06 5.481703226966291666e+06 1.022127436366135255e+06 3.988236955363981542e+05
1.690364512563106159e+00 8.412745750111669302e+07 4.780709084054053761e+06 1.417780301372012123e+06 5.449890516750425100e+06 1.011464093648648821e+06 3.895815741695950856e+05
1.694757921851462346e+00 8.156738977494440973e+07 4.714744287283761427e+06 1.380436335255909013e+06 5.420780458310171962e+06 1.001668355154854245e+06 3.807605394076850498e+05
1.699151331141756982e+00 7.908363731419108808e+07 4.653745680944056250e+06 1.345144334427912952e+06 5.394887629086822271e+06 9.926015769230769947e+05 3.722906030239055981e+05
1.703544740433975413e+00 7.664849271234856546e+07 4.596934319417808205e+06 1.311640771000712179e+06 5.372150794878855348e+06 9.841652230136990547e+05 3.641081537674881984e+05
1.707938149728102761e+00 7.425254708284477890e+07 4.544924838433750905e+06 1.279677848730590660e+06 5.352609858249574900e+06 9.764669565158132464e+05 3.561562455358582083e+05
1.712331559024124816e+00 7.189831717268747091e+07 4.496823162730727345e+06 1.249025813797470182e+06 5.336304097632721066e+06 9.693898837540717795e+05 3.483847870033411891e+05
1.716724968322025813e+00 6.958840221046060324e+07 4.451882680536957458e+06 1.219474904846247518e+06 5.323047084697559476e+06 9.628408848419925198e+05 3.407506395569259766e+05
1.721118377621792428e+00 6.730941414497001469e+07 4.410172042351751588e+06 1.190836929866834078e+06 5.312424830220818520e+06 9.568471672169817612e+05 3.332176254001951893e+05
1.725511786923410007e+00 6.504677528741173446e+07 4.371378697950161062e+06 1.162946447892545024e+06 5.303864271659418941e+06 9.513806732984995469e+05 3.257564450528924935e+05
1.729905196226864561e+00 6.283682940841652453e+07 4.335212695135898888e+06 1.135661529475999763e+06 5.296800383874103427e+06 9.464159583557592705e+05 3.183445030453287764e+05
1.734298605532142545e+00 6.067079481284190714e+07 4.300978513936934993e+06 1.108864071680360008e+06 5.290344866315640509e+06 9.418746077700899914e+05 3.109656418414005311e+05
1.738692014839229083e+00 5.850654453299836814e+07 4.268309893879173324e+06 1.082459650787962368e+06 5.283409580391094089e+06 9.377265007617911324e+05 3.036097865003854968e+05
1.743085424148111295e+00 5.635458901299838722e+07 4.237128205108462833e+06 1.056376908145096852e+06 5.274936891769930720e+06 9.339763680369574577e+05 2.962725057130288915e+05
1.747478833458775194e+00 5.423311566553687304e+07 4.207065981658692472e+06 1.030566480428329553e+06 5.263855976409979165e+06 9.305896627791067585e+05 2.889544981823789421e+05
1.751872242771208121e+00 5.213136260162547231e+07 4.177442531498937868e+06 1.004999503354123910e+06 5.248938000403009355e+06 9.274986700079664588e+05 2.816610163761691074e+05
1.756265652085396090e+00 5.004843806501881033e+07 4.147843705436487217e+06 9.796657358226660872e+05 5.228991000470176339e+06 9.246710851411395706e+05 2.744012421556162881e+05
1.760659061401326442e+00 4.799800359366558492e+07 4.118172660108637996e+06 9.545713678354736185e+05 5.203044776607237756e+06 9.220993660903554410e+05 2.671876304318545735e+05
1.765052470718985411e+00 4.598194274993275851e+07 4.088120368353850208e+06 9.297365887391319266e+05 5.170182953402370214e+06 9.197510659049237147e+05 2.600352377100755984e+05
1.769445880038360785e+00 4.397302378779841214e+07 4.057031539994788822e+06 9.051930012610228732e+05 5.128972467639252543e+06 9.175654409523191862e+05 2.529610521628066490e+05
1.773839289359439686e+00 4.198813317593333125e+07 4.024779042014069855e+06 8.809809706473974511e+05 5.078809269400000572e+06 9.155195136138610542e+05 2.459833407984194637e+05
1.778232698682209678e+00 4.005445197368421406e+07 3.991464617443241645e+06 8.571469968872733880e+05 5.019843751409769058e+06 9.135928610744462349e+05 2.391210275495455135e+05
1.782626108006657661e+00 3.814069293014705926e+07 3.956509120187304914e+06 8.337411917188240914e+05 4.950666584821425378e+06 9.117195056906864047e+05 2.323931138462618692e+05
1.787019517332771645e+00 3.625461338115405291e+07 3.919249236765842419e+06 8.108149317394890822e+05 4.871094792482793331e+06 9.098289910484286956e+05 2.258181507454030798e+05
1.791412926660539195e+00 3.442480862480021268e+07 3.880041296081894077e+06 7.884187453939896077e+05 4.782240318660095334e+06 9.078974992477763444e+05 2.194137690709166054e+05
1.795806335989948543e+00 3.264325931157505140e+07 3.838443053220663220e+06 7.666004762616027147e+05 4.683971723308671266e+06 9.058546362563772127e+05 2.131962715558202763e+05
1.800199745320987699e+00 3.088775695837675780e+07 3.794055870147814974e+06 7.454037490356523776e+05 4.575134988926522434e+06 9.036272515745498240e+05 2.071802887090258591e+05
1.804593154653644005e+00 2.916906569314055890e+07 3.747091728549540509e+06 7.248667491419438738e+05 4.456433867479257286e+06 9.011673848633808084e+05 2.013784982389677898e+05
1.808986563987906804e+00 2.752662211741213873e+07 3.697608682128152344e+06 7.050213129525497789e+05 4.331266419794995338e+06 8.984183775733397342e+05 1.958014063366969931e+05
1.813379973323763439e+00 2.593540100547398254e+07 3.645721817584963981e+06 6.858923137927526841e+05 4.198521393933538347e+06 8.953271873069000430e+05 1.904571880311332061e+05
1.817773382661202808e+00 2.438585771811556444e+07 3.590808151192288380e+06 6.674973197606948670e+05 4.058052766853202134e+06 8.917941900050737895e+05 1.853515831036907621e+05
1.822166792000212920e+00 2.290863795060114935e+07 3.532968077453987673e+06 6.498464929955459666e+05 3.913422568152118474e+06 8.877604741500513628e+05 1.804878436892172904e+05
1.826560201340783784e+00 2.149189072512919828e+07 3.472655905599949416e+06 6.329426963008312741e+05 3.764549731524549425e+06 8.831956710426178761e+05 1.758667295773665537e+05
1.830953610682902299e+00 2.012909845600775257e+07 3.409612868052030448e+06 6.167817717261873186e+05 3.611675515439275652e+06 8.780229836611677893e+05 1.714865473373301793e+05
1.835347020026559139e+00 1.882182179126337171e+07 3.343531308797909413e+06 6.013529564073585207e+05 3.455812651235353202e+06 8.721533945681932382e+05 1.673432295585412940e+05
1.839740429371741870e+00 1.758409086403736472e+07 3.275204851630157791e+06 5.866394032208849676e+05 3.299713900363259017e+06 8.656025326349977404e+05 1.634304507235700148e+05
1.844133838718440277e+00 1.641519984607014805e+07 3.205183609453360084e+06 5.726187771358806640e+05 3.144431701228879392e+06 8.583786793818958104e+05 1.597397763713652676e+05
1.848527248066643924e+00 1.530359957588597760e+07 3.132747485550401267e+06 5.592639020898402669e+05 2.989505425911661237e+06 8.503684669947340153e+05 1.562608422623111401e+05
1.852920657416341488e+00 1.425360967087799869e+07 3.058192204407011624e+06 5.465434373782693874e+05 2.836479343223584816e+06 8.415572738376427442e+05 1.529815601686914160e+05
1.857314066767522309e+00 1.326318089089521952e+07 2.982446130268803798e+06 5.344225666021371726e+05 2.686039696083417162e+06 8.320241316885408014e+05 1.498883467083345749e+05
1.861707476120175953e+00 1.232685566490166448e+07 2.905626158787991852e+06 5.228636859104607138e+05 2.538240468103881925e+06 8.217621645179372281e+05 1.469663713202821382e+05
1.866100885474292204e+00 1.144487994453517534e+07 2.827166688925384078e+06 5.118270814378872165e+05 2.393941654773870483e+06 8.106729045612295158e+05 1.441998191214127582e+05
1.870494294829860848e+00 1.062571075095517002e+07 2.747220172281541396e+06 5.012715883844300988e+05 2.255406882195619866e+06 7.987460118740797043e+05 1.415721640095565235e+05
1.874887704186871673e+00 9.867823577217126265e+06 2.666994242020615842e+06 4.911552260711469571e+05 2.123274006498470902e+06 7.861470153067563660e+05 1.390664470799505652e+05
1.879281113545314019e+00 9.156035323455549777e+06 2.586798942067901138e+06 4.814358045845780289e+05 1.995634842415871099e+06 7.729238735802471638e+05 1.366655552309618215e+05
1.883674522905179005e+00 8.488159689409114420e+06 2.506159558791073970e+06 4.720714993353274185e+05 1.872687704619428143e+06 7.589967751655224711e+05 1.343524947985233448e+05
1.888067932266455751e+00 7.871294859035840258e+06 2.425635052160494030e+06 4.630213901392591652e+05 1.756340839790510014e+06 7.444590087962960824e+05 1.321106551957924094e+05
1.892461341629134264e+00 7.296461567679900676e+06 2.345486978851779830e+06 4.542459613789113355e+05 1.645457441687345505e+06 7.293604327766941860e+05 1.299240578431663453e+05
1.896854750993205219e+00 6.759289076584942639e+06 2.266004460599163547e+06 4.457075595731915673e+05 1.539655184683011845e+06 7.137676425012303516e+05 1.277775861350233317e+05
1.901248160358659067e+00 6.264613451807980426e+06 2.187320528782894835e+06 4.373708043952636071e+05 1.440322520074812695e+06 6.977170952119883150e+05 1.256571927668955323e+05
1.905641569725486262e+00 5.810793556772658601e+06 2.109094104075955693e+06 4.292029489673903445e+05 1.347563212756635621e+06 6.811481876209480688e+05 1.235500813944392721e+05
1.910034979093676810e+00 5.389411204197530635e+06 2.031964716523267096e+06 4.211741852224378963e+05 1.260011041111111641e+06 6.642074362275812309e+05 1.214448602633443370e+05
1.914428388463222053e+00 4.996876969747177325e+06 1.956630951318027219e+06 4.132578903388088802e+05 1.177200050994108431e+06 6.470735374757044483e+05 1.193316660859327530e+05
1.918821797834112219e+00 4.637245115805168636e+06 1.882351556376080727e+06 4.054308107930369442e+05 1.100252551814115606e+06 6.296006184257923160e+05 1.172022570152074913e+05
1.923215207206337984e+00 4.305469772454723716e+06 1.809734892114175018e+06 3.976731814180338406e+05 1.028331715247184969e+06 6.119540111272376962e+05 1.150500740421660448e+05
1.927608616579890688e+00 3.997357918358610477e+06 1.739205530841404339e+06 3.899687780282585300e+05 9.607242442514677532e+05 5.942685956416463014e+05 1.128702705213886511e+05
1.932002025954761004e+00 3.715055428421959747e+06 1.670238172068636864e+06 3.823049035946887452e+05 8.980739293451500125e+05 5.764438340681600384e+05 1.106597098123137985e+05
1.936395435330939829e+00 3.455534322529354133e+06 1.602865959557053400e+06 3.746723095730320201e+05 8.398686569227008149e+05 5.585149263661529403e+05 1.084169312321133184e+05
1.940788844708418281e+00 3.214510840227382723e+06 1.537446202843601815e+06 3.670650556957451045e+05 7.852734162433478050e+05 5.406037104561612941e+05 1.061420846911448170e+05
1.945182254087187923e+00 2.991747831128640566e+06 1.474259718870772980e+06 3.594803132432530983e+05 7.343381072815535590e+05 5.228266128019322641e+05 1.038368345516635309e+05
1.949575663467239872e+00 2.787889888577691279e+06 1.412863902074542828e+06 3.519181183907705708e+05 6.873087356916707940e+05 5.050908156938585453e+05 1.015042334593425912e+05
1.953969072848565469e+00 2.600276429672330152e+06 1.353144769414006732e+06 3.443810835969572654e+05 6.436596240291260183e+05 4.873951882444019429e+05 9.914856718768090650e+04
1.958362482231155832e+00 2.425413985216976609e+06 1.295639551760563394e+06 3.368740760630542645e+05 6.026436213638531044e+05 4.699292825410799123e+05 9.677517192844298552e+04
1.962755891615002746e+00 2.264808157208962366e+06 1.240497736782296561e+06 3.294038729963509832e+05 5.646731847296641208e+05 4.527820183911484201e+05 9.439022600571633666e+04
1.967149301000097994e+00 2.117316288009592332e+06 1.187147414466030663e+06 3.219788037112230668e+05 5.295341050959234126e+05 4.358092513959982898e+05 9.200051870602945564e+04
1.971542710386433139e+00 1.979909629240324954e+06 1.135660720541212708e+06 3.146083884997189743e+05 4.965511359292881098e+05 4.190673049798673019e+05 8.961319985027772782e+04
1.975936119773999078e+00 1.852773979316116776e+06 1.086434916784037603e+06 3.073029837084762985e+05 4.658058485174556263e+05 4.027189551056337077e+05 8.723551490752918471e+04
1.980329529162788926e+00 1.735367458531651646e+06 1.039193680614406825e+06 3.000734416269227513e+05 4.372039576392192394e+05 3.867108205626177369e+05 8.487453190241286939e+04
1.984722938552793803e+00 1.627209517986044288e+06 9.935156578871117672e+05 2.929307926707693841e+05 4.106639966313762125e+05 3.709291448191931704e+05 8.253686809049724252e+04
1.989116347944005492e+00 1.526900570461026626e+06 9.495317236704598181e+05 2.858859560267177294e+05 3.858729222908744123e+05 3.554468747387365438e+05 8.022842632696476358e+04
1.993509757336416666e+00 1.433214385697399499e+06 9.075203812587331049e+05 2.789494834721481311e+05 3.625535051418440416e+05 3.403930120808104984e+05 7.795415311713404662e+04
1.997903166730018221e+00 1.346677688157265773e+06 8.673804191295781638e+05 2.721313395950907725e+05 3.408621912643404212e+05 3.257644088143254630e+05 7.571783231257382431e+04
2.002296576124804162e+00 1.265863022923471872e+06 8.288730227008825168e+05 2.654407201761326287e+05 3.204647842393838800e+05 3.115042657338597346e+05 7.352193000519460475e+04
2.006689985520766051e+00 1.190090786982596386e+06 7.918963737666361267e+05 2.588859091295008839e+05 3.012104753057386260e+05 2.976015612092701485e+05 7.136750701283541275e+04
2.011083394917894562e+00 1.120005465652888641e+06 7.566879440328978235e+05 2.524741731765395380e+05 2.832837808243306354e+05 2.841750376516565448e+05 6.925421504178695614e+04
2.015476804316183923e+00 1.055035368661137531e+06 7.230334680205949116e+05 2.462116923869477469e+05 2.665611018957344349e+05 2.711711410183067201e+05 6.718039080282175564e+04
2.019870213715626583e+00 9.942611534329752903e+05 6.904643711595357163e+05 2.401035238836469653e+05 2.508247841546006966e+05 2.584334580678198254e+05 6.514325879916903796e+04
2.024263623116213662e+00 9.370456369241507491e+05 6.594367148563218070e+05 2.341535953774308728e+05 2.359261262796650408e+05 2.461644219252873445e+05 6.313924813323921990e+04
2.028657032517938497e+00 8.837455707845432917e+05 6.299892382275435375e+05 2.283647247743838234e+05 2.219736430327870185e+05 2.344064335472043604e+05 6.116442162375225598e+04
2.033050441920794427e+00 8.337925053117782809e+05 6.017047111079544993e+05 2.227386618589344143e+05 2.088333417436489835e+05 2.230175567897728179e+05 5.921500709236438706e+04
2.037443851324772570e+00 7.867866217456996674e+05 5.745336742424241966e+05 2.172761479922792059e+05 1.964127208275221055e+05 2.119993730495251948e+05 5.728801125479102484e+04
2.041837260729866710e+00 7.429787846028796630e+05 5.487287957491968991e+05 2.119769898362853855e+05 1.847893603111937409e+05 2.014758376262047095e+05 5.538188657905034052e+04
2.046230670136069740e+00 7.020355863317756448e+05 5.241811276348594693e+05 2.068401433054339432e+05 1.738851307827103883e+05 1.914226781504985993e+05 5.349721093349402508e+04
2.050624079543374112e+00 6.631460507032667520e+05 5.005936920310375863e+05 2.018638042250486615e+05 1.634912055921052815e+05 1.817355622168101254e+05 5.163732876866459264e+04
2.055017488951773164e+00 6.263533759203865193e+05 4.778691194067230681e+05 1.970455025153246534e+05 1.536243346755637322e+05 1.723887967776046135e+05 4.980889072814852989e+04
2.059410898361259790e+00 5.921545737505784491e+05 4.562643156292671920e+05 1.923821970994599105e+05 1.444221565826006699e+05 1.635000647189348820e+05 4.802221584297664231e+04
2.063804307771825997e+00 5.599007409412033157e+05 4.357146220930232666e+05 1.878703691330443544e+05 1.357131761052871589e+05 1.550516188506260514e+05 4.629138751080493239e+04
2.068197717183466899e+00 5.292470397675478598e+05 4.158844586204980151e+05 1.835061115559452446e+05 1.274050202256153570e+05 1.469110195642507751e+05 4.463398388100308512e+04
2.072591126596174060e+00 5.004392067592171370e+05 3.969729403893626295e+05 1.792852133613232581e+05 1.195638771620391053e+05 1.391621373990125721e+05 4.307034105589411047e+04
2.076984536009941262e+00 4.735579225858867285e+05 3.790208637963790679e+05 1.752032373529583565e+05 1.122115550719590974e+05 1.318200008661153261e+05 4.162226425198672951e+04
2.081377945424761844e+00 4.480333391094661201e+05 3.618284466354723554e+05 1.712555905123680423e+05 1.051906142328398419e+05 1.247979114026292227e+05 4.031115208771649486e+04
2.085771354840628256e+00 4.236947690822353470e+05 3.454211603115230100e+05 1.674375864190883294e+05 9.845142781690141419e+04 1.180984480794997653e+05 3.915559517411234265e+04
2.090164764257535168e+00 4.008536400316455984e+05 3.296934895418326487e+05 1.637444994550091506e+05 9.207773073010845110e+04 1.116680654327135999e+05 3.816865149872315669e+04
2.094558173675476365e+00 3.792592304054053966e+05 3.146367718915636069e+05 1.601716107791724207e+05 8.599847578828828409e+04 1.054906928003533394e+05 3.735515913748698222e+04
2.098951583094443851e+00 3.588414306247170898e+05 3.002678086593722110e+05 1.567142462787308905e+05 8.019280602082388941e+04 9.955953951149428030e+04 3.670956027952870500e+04
2.103344992514432299e+00 3.395779721598562901e+05 2.864886768780113780e+05 1.533678068860461062e+05 7.465419768747192575e+04 9.381975662505475339e+04 3.621470622022877069e+04
2.107738401935434602e+00 3.214088955215419410e+05 2.733184622745270608e+05 1.501277918056318013e+05 6.936699739229027182e+04 8.826517320171580650e+04 3.584195286396632582e+04
2.112131811357444988e+00 3.041144007174393046e+05 2.608175997240618162e+05 1.469898153085586673e+05 6.426872505518764956e+04 8.290945888520972221e+04 3.555257930470867723e+04
2.116525220780456795e+00 2.876546322641930892e+05 2.488713756291028403e+05 1.439496178422255325e+05 5.935019998882437358e+04 7.769395549781181035e+04 3.530027628057746915e+04
2.120918630204463806e+00 2.721707016200621147e+05 2.373344578023758077e+05 1.410030722560593276e+05 5.465802801819797605e+04 7.254575248380130506e+04 3.503427002807141253e+04
2.125312039629460248e+00 2.576158118255395675e+05 2.264372486927013670e+05 1.381461859715866449e+05 5.018568648830935126e+04 6.756376894192254986e+04 3.470261955565674725e+04
